0x3cb4,"I've cleared the previous game multiple times,
so bring on the action!
","I've cleared the previous game multiple times,
so bring on the action!
"
0x4a38,Ecraser?,Ecraser?
0x4a41,"MEMORY CARD (PS2) non formatée.|
Formater et sauvegarder?","MEMORY CARD (PS2) non formatée.|
Formater et sauvegarder?"
0x4a7c,Sauvegarde en cours.,Sauvegarde en cours.
0x4a91,Formatage en cours.,Formatage en cours.
0x4aa5,Sauvegarde terminée.,Sauvegarde terminée.
0x4abb,Echec de la sauvegarde.,Echec de la sauvegarde.
0x4ad3,Créer nouvelles données de sauvegarde. OK?,Créer nouvelles données de sauvegarde. OK?
0x4b00,Ecraser?,Ecraser?
0x4b09,Echec du formatage.,Echec du formatage.
0x4b1d,Oui,Oui
0x4b21,Non,Non
0x4b25,MEMORY CARD (PS2) nicht eingelegt.,MEMORY CARD (PS2) nicht eingelegt.
0x4b48,Nicht genug Speicherplatz auf der MEMORY CARD (PS2).,Nicht genug Speicherplatz auf der MEMORY CARD (PS2).
0x4b7d,Neue Speicherdatei für Spieldaten erstellen?,Neue Speicherdatei für Spieldaten erstellen?
0x4bab,Überschreiben?,Überschreiben?
0x4bbb,"MEMORY CARD (PS2) nicht formatiert.|
Formatieren und speichern?","MEMORY CARD (PS2) nicht formatiert.|
Formatieren und speichern?"
0x4bfb,Speichert.,Speichert.
0x4c06,Formatiert.,Formatiert.
0x4c12,Speichern beendet.,Speichern beendet.
0x4c25,Speichern mißlungen.,Speichern mißlungen.
0x4c3b,Neue Speicherdatei für Spieldaten erstellen?,Neue Speicherdatei für Spieldaten erstellen?
0x4c69,Überschreiben?,Überschreiben?
0x4c79,Formatieren mißlungen.,Formatieren mißlungen.
0x4c91,Ja,Ja
0x4c94,Nein,Nein
0x4c99,No hay una MEMORY CARD (PS2) introducida.,No hay una MEMORY CARD (PS2) introducida.
0x4cc3,No hay suficiente espacio libre en la MEMORY CARD (PS2).,No hay suficiente espacio libre en la MEMORY CARD (PS2).
0x4cfc,Crear nueva información para guardar. ¿OK?,Crear nueva información para guardar. ¿OK?
0x4d29,¿Sobrescribir?,¿Sobrescribir?
0x4d39,"La MEMORY CARD (PS2) no está formateada.|
¿Formatear y guardar?","La MEMORY CARD (PS2) no está formateada.|
¿Formatear y guardar?"
0x4d7b,Guardando.,Guardando.
0x4d86,Formateando.,Formateando.
0x4d93,Archivo guardado.,Archivo guardado.
0x4da5,Error al guardar.,Error al guardar.
0x4db7,Crear nueva información para guardar. ¿OK?,Crear nueva información para guardar. ¿OK?
0x4de4,¿Sobrescribir?,¿Sobrescribir?
0x4df4,No se ha formateado.,No se ha formateado.
0x4e09,Sì,Sì
0x4e0d,No,No
0x4e10,MEMORY CARD (PS2) non inserita.,MEMORY CARD (PS2) non inserita.
0x4e30,Spazio memoria insufficiente sulla MEMORY CARD (PS2).,Spazio memoria insufficiente sulla MEMORY CARD (PS2).
0x4e66,Crea nuovi dati da salvare. OK?,Crea nuovi dati da salvare. OK?
0x4e86,Vuoi sovrascrivere?,Vuoi sovrascrivere?
0x4e9a,"MEMORY CARD (PS2) non formattata.|
Vuoi formattare e salvare?","MEMORY CARD (PS2) non formattata.|
Vuoi formattare e salvare?"
0x4ed8,Salvataggio in corso.,Salvataggio in corso.
0x4eee,Formattazione in corso.,Formattazione in corso.
0x4f06,Salvataggio completato.,Salvataggio completato.
0x4f1e,Salvataggio non riuscito.,Salvataggio non riuscito.
0x4f38,Crea nuovi dati da salvare. OK?,Crea nuovi dati da salvare. OK?
0x4f58,Vuoi sovrascrivere?,Vuoi sovrascrivere?
0x4f6c,Formattazione non riuscita.,Formattazione non riuscita.
0x4f88,Sì,Sì
0x4f8c,No,No
0x4f8f,メモリーカード(PS2)が見つかりません,メモリーカード(PS2)が見つかりません
0x4fc2,ファイルが見つかりません,ファイルが見つかりません
0x4fea,これでよろしいですか？,これでよろしいですか？
0x500f,ファイルのロード中,ファイルのロード中
0x502e,ファイルのロードが正常に終了しました,ファイルのロードが正常に終了しました
0x5068,ファイルのロード中にエラーが発生しました,ファイルのロード中にエラーが発生しました
0x50a8,Yes,Yes
0x50ac,No,No
0x50af,MEMORY CARD (PS2) not inserted.,MEMORY CARD (PS2) not inserted.
0x50cf,No MGS2 Substance data found.,No MGS2 Substance data found.
0x50ed,Load?,Load?
0x50f3,Now loading.,Now loading.
0x5100,Load completed.,Load completed.
0x5110,Load failed.,Load failed.
0x511d,Yes,Yes
0x5121,No,No
0x5124,MEMORY CARD (PS2) non insérée.,MEMORY CARD (PS2) non insérée.
0x5145,Aucune donnée MGS2 trouvée.,Aucune donnée MGS2 trouvée.
0x5163,Charger?,Charger?
0x516c,Chargement en cours.,Chargement en cours.
0x5181,Chargement terminé.,Chargement terminé.
0x5196,Echec du chargement.,Echec du chargement.
0x51ab,Oui,Oui
0x51af,Non,Non
0x51b3,MEMORY CARD (PS2) ist nicht eingelegt.,MEMORY CARD (PS2) ist nicht eingelegt.
0x51da,Keine MGS2-Daten gefunden.,Keine MGS2-Daten gefunden.
0x51f5,Laden?,Laden?
0x51fc,Datei wird geladen.,Datei wird geladen.
0x5210,Datei ist geladen.,Datei ist geladen.
0x5223,Datei konnte nicht geladen werden.,Datei konnte nicht geladen werden.
0x5246,Ja,Ja
0x5249,Nein,Nein
0x524e,No hay una MEMORY CARD (PS2) introducida.,No hay una MEMORY CARD (PS2) introducida.
0x5278,No se ha encontrado información sobre MGS2.,No se ha encontrado información sobre MGS2.
0x52a5,¿Cargar?,¿Cargar?
0x52af,Cargando.,Cargando.
0x52b9,Se ha cargado satisfactoriamente.,Se ha cargado satisfactoriamente.
0x52db,No se ha cargado.,No se ha cargado.
0x52ed,Sì,Sì
0x52f1,No,No
0x52f4,MEMORY CARD (PS2) non inserita.,MEMORY CARD (PS2) non inserita.
0x5314,Nessun dato MGS2 trovato.,Nessun dato MGS2 trovato.
0x532e,Vuoi caricare?,Vuoi caricare?
0x533d,Caricamento in corso.,Caricamento in corso.
0x5353,Caricamento completato.,Caricamento completato.
0x536b,Caricamento non riuscito.,Caricamento non riuscito.
0x5385,Sì,Sì
0x5389,No,No
0x538c,Aft deck,Aft deck
0x5395,"Deck-A, crew's quarters","Deck-A, crew's quarters"
0x53ad,"Deck-A, crew's lounge","Deck-A, crew's lounge"
0x53c3,"Deck-B, crew's quarters","Deck-B, crew's quarters"
0x53db,"Deck-C, crew's quarters","Deck-C, crew's quarters"
0x53f3,"Deck-D, crew's quarters","Deck-D, crew's quarters"
0x540b,"Deck-E, the bridge","Deck-E, the bridge"
0x541e,"Navigational deck,wing","Navigational deck,wing"
0x5435,Engine room,Engine room
0x5441,"Deck-2, starboard","Deck-2, starboard"
0x5453,"Deck-2, port","Deck-2, port"
0x5460,Hold No.1,Hold No.1
0x546a,Hold No.2,Hold No.2
0x5474,Hold No.3,Hold No.3
0x547e,Strut A Deep Sea Dock,Strut A Deep Sea Dock
0x5494,Strut A roof,Strut A roof
0x54a1,Strut A Pump Room,Strut A Pump Room
0x54b3,AB connecting bridge,AB connecting bridge
0x54c8,Strut B Transformer Room,Strut B Transformer Room
0x54e1,BC connecting bridge,BC connecting bridge
0x54f6,Strut C Dining Hall,Strut C Dining Hall
0x550a,CD connecting bridge,CD connecting bridge
0x551f,Strut D Sediment Pool,Strut D Sediment Pool
0x5535,DE connecting bridge,DE connecting bridge
0x554a,Strut E Parcel Room,Strut E Parcel Room
0x555e,Strut E heliport,Strut E heliport
0x556f,EF connecting bridge,EF connecting bridge
0x5584,Strut F warehouse ,Strut F warehouse 
0x5597,FA connecting bridge,FA connecting bridge
0x55ac,"Shell 1 Core, 1F","Shell 1 Core, 1F"
0x55bd,"Shell 1 Core, B1","Shell 1 Core, B1"
0x55ce,"Shell 1 Core, B1 Hall","Shell 1 Core, B1 Hall"
0x55e4,"Shell 1 Core, B2 Computer Room","Shell 1 Core, B2 Computer Room"
0x5603,Shell 1-2 connecting bridge,Shell 1-2 connecting bridge
0x561f,Shell 1-2 connecting bridge - LG connecting bridge,Shell 1-2 connecting bridge - LG connecting bridge
0x5652,Strut L perimeter - KL connecting bridge,Strut L perimeter - KL connecting bridge
0x567b,KL connecting bridge,KL connecting bridge
0x5690,Strut L Sewage Treatment Facility,Strut L Sewage Treatment Facility
0x56b2,"Shell 2 Core, 1F Air Purification Room","Shell 2 Core, 1F Air Purification Room"
0x56d9,"Shell 2 Core, B1 Filtration Chamber No.1","Shell 2 Core, B1 Filtration Chamber No.1"
0x5702,"Shell 2 Core, B1 Filtration Chamber No.2","Shell 2 Core, B1 Filtration Chamber No.2"
0x572b,Strut L Oil Fence,Strut L Oil Fence
0x573d,Arsenal Gear-Stomach,Arsenal Gear-Stomach
0x5752,Arsenal Gear-Jejunum,Arsenal Gear-Jejunum
0x5767,Arsenal Gear-Ascending Colon,Arsenal Gear-Ascending Colon
0x5784,Arsenal Gear-Ileum,Arsenal Gear-Ileum
0x5797,Arsenal Gear-Sigmoid Colon,Arsenal Gear-Sigmoid Colon
0x57b2,Arsenal Gear-Rectum,Arsenal Gear-Rectum
0x57c6,Federal Hall,Federal Hall
0x57d3,Plant Beginning,Plant Beginning
0x57e3,Tanker Cleared,Tanker Cleared
0x57f2,Plant Cleared,Plant Cleared
0x5800,Snake Tales A Cleared,Snake Tales A Cleared
0x5816,Snake Tales B Cleared,Snake Tales B Cleared
0x582c,Snake Tales C Cleared,Snake Tales C Cleared
0x5842,Snake Tales D Cleared,Snake Tales D Cleared
0x5858,Snake Tales E Cleared,Snake Tales E Cleared
0x586e,Philanthropy's hideout,Philanthropy's hideout
0x5885,Gap between parallel universes,Gap between parallel universes
0x58a4,Raiden Tales,Raiden Tales
0x58b1,The singularity,The singularity
0x58c1,-,-
0x58c3,船尾甲板,船尾甲板
0x58d0,船橋一階居住区,船橋一階居住区
0x58e6,船橋一階リフレッシュルーム,船橋一階リフレッシュルーム
0x5914,船橋ニ階居住区,船橋ニ階居住区
0x592a,船橋三階居住区,船橋三階居住区
0x5940,船橋四階居住区,船橋四階居住区
0x5956,船橋五階操舵室,船橋五階操舵室
0x596c,航海甲板ウィング,航海甲板ウィング
0x5988,機関室,機関室
0x5992,第ニ甲板,第ニ甲板
0x599f,第一船倉,第一船倉
0x59ac,第ニ船倉,第ニ船倉
0x59b9,第三船倉,第三船倉
0x59c6,A脚ポンプ施設,A脚ポンプ施設
0x59da,AB連絡橋,AB連絡橋
0x59e6,B脚変電室,B脚変電室
0x59f4,BC連絡橋,BC連絡橋
0x5a00,C脚食堂,C脚食堂
0x5a0b,CD連絡橋,CD連絡橋
0x5a17,D脚第一沈殿池,D脚第一沈殿池
0x5a2b,DE連絡橋,DE連絡橋
0x5a37,E脚貨物集配施設,E脚貨物集配施設
0x5a4e,EF連絡橋,EF連絡橋
0x5a5a,F脚倉庫,F脚倉庫
0x5a65,FA連絡橋,FA連絡橋
0x5a71,シェル1中央棟,シェル1中央棟
0x5a88,シェル1シェル2連絡橋,シェル1シェル2連絡橋
0x5aac,G脚油処理施設,G脚油処理施設
0x5ac0,GH連絡橋,GH連絡橋
0x5acc,H脚倉庫,H脚倉庫
0x5ad7,HI連絡橋,HI連絡橋
0x5ae3,I脚機材組立施設,I脚機材組立施設
0x5afa,IJ連絡橋,IJ連絡橋
0x5b06,J脚発電施設,J脚発電施設
0x5b17,JK連絡橋,JK連絡橋
0x5b23,K脚生物化学実験施設,K脚生物化学実験施設
0x5b40,KL連絡橋,KL連絡橋
0x5b4c,L脚汚水処理場,L脚汚水処理場
0x5b60,LG連絡橋,LG連絡橋
0x5b6c,シェル2中央棟,シェル2中央棟
0x5b83,L脚下部オイルフェンス,L脚下部オイルフェンス
0x5ba6,H脚下部オイルフェンス,H脚下部オイルフェンス
0x5bc9,アーセナルギア胃,アーセナルギア胃
0x5be2,アーセナルギア空腸,アーセナルギア空腸
0x5bfe,アーセナルギア上行結腸,アーセナルギア上行結腸
0x5c20,アーセナルギア回腸,アーセナルギア回腸
0x5c3c,アーセナルギアS状結腸,アーセナルギアS状結腸
0x5c5c,アーセナルギア直腸,アーセナルギア直腸
0x5c78,麻布十番,麻布十番
0x5c85,船橋市,船橋市
0x5c8f,青山ニ丁目,青山ニ丁目
0x5c9f,二ューヨーク52番街,二ューヨーク52番街
0x5cbd,Strut A Pump Facility,Strut A Pump Facility
0x5cd3,AB connecting bridge,AB connecting bridge
0x5ce8,Strut B Transformer Room,Strut B Transformer Room
0x5d01,BC connecting bridge,BC connecting bridge
0x5d16,Strut C Dining Hall,Strut C Dining Hall
0x5d2a,CD connecting bridge,CD connecting bridge
0x5d3f,Strut D Sediment Pool,Strut D Sediment Pool
0x5d55,DE connecting bridge,DE connecting bridge
0x5d6a,Strut E Material Distribution Facility,Strut E Material Distribution Facility
0x5d91,EF connecting bridge,EF connecting bridge
0x5da6,Strut F warehouse,Strut F warehouse
0x5db8,FA connecting bridge,FA connecting bridge
0x5dcd,Shell 1 Core,Shell 1 Core
0x5dda,Shell 1 - 2 connecting bridge,Shell 1 - 2 connecting bridge
0x5df8,Strut G Oil Processing Facility,Strut G Oil Processing Facility
0x5e18,GH connecting bridge,GH connecting bridge
0x5e2d,Strut H Warehouse,Strut H Warehouse
0x5e3f,HI connecting bridge,HI connecting bridge
0x5e54,Strut I Assembly Facility,Strut I Assembly Facility
0x5e6e,IJ connecting bridge,IJ connecting bridge
0x5e83,Strut J Power Plant,Strut J Power Plant
0x5e97,JK connecting bridge,JK connecting bridge
0x5eac,Strut K Biochem Lab,Strut K Biochem Lab
0x5ec0,KL connecting bridge,KL connecting bridge
0x5ed5,Strut L Sewage Treatment Facility,Strut L Sewage Treatment Facility
0x5ef7,LG connecting bridge,LG connecting bridge
0x5f0c,Shell 2 Core,Shell 2 Core
0x5f19,Strut L Oil Fence,Strut L Oil Fence
0x5f2b,Strut H Oil Fence,Strut H Oil Fence
0x5f3d,Arsenal Gear-Stomach,Arsenal Gear-Stomach
0x5f52,Arsenal Gear-Jejunum,Arsenal Gear-Jejunum
0x5f67,Arsenal Gear-Ascending Colon,Arsenal Gear-Ascending Colon
0x5f84,Arsenal Gear-Ileum,Arsenal Gear-Ileum
0x5f97,Arsenal Gear-Sigmoid Colon,Arsenal Gear-Sigmoid Colon
0x5fb2,Arsenal Gear-Rectum,Arsenal Gear-Rectum
0x5fc6,Azabu-Juban,Azabu-Juban
0x5fd2,Hunabashi City,Hunabashi City
0x5fe1,Aoyama Ni-Chome,Aoyama Ni-Chome
0x5ff1,New York 52nd Street,New York 52nd Street
0x6006,船尾甲板,船尾甲板
0x6013,船橋一階居住区,船橋一階居住区
0x6029,船橋一階リフレッシュルーム,船橋一階リフレッシュルーム
0x6057,船橋ニ階居住区,船橋ニ階居住区
0x606d,船橋三階居住区,船橋三階居住区
0x6083,船橋四階居住区,船橋四階居住区
0x6099,船橋五階操舵室,船橋五階操舵室
0x60af,航海甲板ウィング,航海甲板ウィング
0x60cb,機関室,機関室
0x60d5,第ニ甲板右舷,第ニ甲板右舷
0x60e8,第ニ甲板左舷,第ニ甲板左舷
0x60fb,第一船倉,第一船倉
0x6108,第ニ船倉,第ニ船倉
0x6115,第三船倉,第三船倉
0x6122,A脚底部海底ドック,A脚底部海底ドック
0x613f,A脚屋上,A脚屋上
0x614a,A脚ポンプ室,A脚ポンプ室
0x615b,AB連絡橋,AB連絡橋
0x6167,B脚変電室,B脚変電室
0x6175,BC連絡橋,BC連絡橋
0x6181,C脚食堂,C脚食堂
0x618c,CD連絡橋,CD連絡橋
0x6198,D脚第一沈殿池,D脚第一沈殿池
0x61ac,DE連絡橋,DE連絡橋
0x61b8,E脚集配場,E脚集配場
0x61c6,E脚ヘリポート,E脚ヘリポート
0x61da,EF連絡橋,EF連絡橋
0x61e6,F脚倉庫,F脚倉庫
0x61f1,FA連絡橋,FA連絡橋
0x61fd,シェル1中央棟1F,シェル1中央棟1F
0x6216,シェル1中央棟B1,シェル1中央棟B1
0x622f,シェル1中央棟B1集会場,シェル1中央棟B1集会場
0x6251,シェル1中央棟B2電算室,シェル1中央棟B2電算室
0x6273,シェル1シェル2連絡橋,シェル1シェル2連絡橋
0x6297,シェル1シェル2連絡橋～LG連絡橋,シェル1シェル2連絡橋～LG連絡橋
0x62c9,L脚外周～KL連絡橋,L脚外周～KL連絡橋
0x62e2,KL連絡橋,KL連絡橋
0x62ee,L脚汚水処理場,L脚汚水処理場
0x6302,シェル2中央棟1F空気清浄室,シェル2中央棟1F空気清浄室
0x632a,シェル2中央棟B1第一ろ過室,シェル2中央棟B1第一ろ過室
0x6352,シェル2中央棟B1第ニろ過室,シェル2中央棟B1第ニろ過室
0x637a,L脚下部オイルフェンス,L脚下部オイルフェンス
0x639d,アーセナルギア胃,アーセナルギア胃
0x63b6,アーセナルギア空腸,アーセナルギア空腸
0x63d2,アーセナルギア上行結腸,アーセナルギア上行結腸
0x63f4,アーセナルギア回腸,アーセナルギア回腸
0x6410,アーセナルギアS状結腸,アーセナルギアS状結腸
0x6430,アーセナルギア直腸,アーセナルギア直腸
0x644c,フェデラルホール,フェデラルホール
0x6468,プラント編ス夕ート,プラント編ス夕ート
0x6484,夕ンカー編クリア,夕ンカー編クリア
0x649d,プラント編クリア,プラント編クリア
0x64b6,スネークテイルズAクリア,スネークテイルズAクリア
0x64d9,スネークテイルズBクリア,スネークテイルズBクリア
0x64fc,スネークテイルズCクリア,スネークテイルズCクリア
0x651f,スネークテイルズDクリア,スネークテイルズDクリア
0x6542,スネークテイルズEクリア,スネークテイルズEクリア
0x6565,フィランソロピーのアジト,フィランソロピーのアジト
0x658d,並行宇宙の狭間,並行宇宙の狭間
0x65a3,雷電テイルズ,雷電テイルズ
0x65b6,特異点,特異点
0x65c0,-,-
0x65c2,船尾甲板,船尾甲板
0x65cf,船橋一階居住区,船橋一階居住区
0x65e5,船橋一階リフレッシュルーム,船橋一階リフレッシュルーム
0x6613,船橋ニ階居住区,船橋ニ階居住区
0x6629,船橋三階居住区,船橋三階居住区
0x663f,船橋四階居住区,船橋四階居住区
0x6655,船橋五階操舵室,船橋五階操舵室
0x666b,航海甲板ウィング,航海甲板ウィング
0x6687,機関室,機関室
0x6691,第ニ甲板,第ニ甲板
0x669e,第一船倉,第一船倉
0x66ab,第ニ船倉,第ニ船倉
0x66b8,第三船倉,第三船倉
0x66c5,A脚ポンプ施設,A脚ポンプ施設
0x66d9,AB連絡橋,AB連絡橋
0x66e5,B脚変電室,B脚変電室
0x66f3,BC連絡橋,BC連絡橋
0x66ff,C脚食堂,C脚食堂
0x670a,CD連絡橋,CD連絡橋
0x6716,D脚第一沈殿池,D脚第一沈殿池
0x672a,DE連絡橋,DE連絡橋
0x6736,E脚貨物集配施設,E脚貨物集配施設
0x674d,EF連絡橋,EF連絡橋
0x6759,F脚倉庫,F脚倉庫
0x6764,FA連絡橋,FA連絡橋
0x6770,シェル1中央棟,シェル1中央棟
0x6787,シェル1シェル2連絡橋,シェル1シェル2連絡橋
0x67ab,G脚油処理施設,G脚油処理施設
0x67bf,GH連絡橋,GH連絡橋
0x67cb,H脚倉庫,H脚倉庫
0x67d6,HI連絡橋,HI連絡橋
0x67e2,I脚機材組立施設,I脚機材組立施設
0x67f9,IJ連絡橋,IJ連絡橋
0x6805,J脚発電施設,J脚発電施設
0x6816,JK連絡橋,JK連絡橋
0x6822,K脚生物化学実験施設,K脚生物化学実験施設
0x683f,KL連絡橋,KL連絡橋
0x684b,L脚汚水処理場,L脚汚水処理場
0x685f,LG連絡橋,LG連絡橋
0x686b,シェル2中央棟,シェル2中央棟
0x6882,L脚下部オイルフェンス,L脚下部オイルフェンス
0x68a5,H脚下部オイルフェンス,H脚下部オイルフェンス
0x68c8,アーセナルギア胃,アーセナルギア胃
0x68e1,アーセナルギア空腸,アーセナルギア空腸
0x68fd,アーセナルギア上行結腸,アーセナルギア上行結腸
0x691f,アーセナルギア回腸,アーセナルギア回腸
0x693b,アーセナルギアS状結腸,アーセナルギアS状結腸
0x695b,アーセナルギア直腸,アーセナルギア直腸
0x6977,麻布十番,麻布十番
0x6984,船橋市,船橋市
0x698e,青山ニ丁目,青山ニ丁目
0x699e,二ューヨーク52番街,二ューヨーク52番街
0x69bc,Strut A Pump Facility,Strut A Pump Facility
0x69d2,AB connecting bridge,AB connecting bridge
0x69e7,Strut B Transformer Room,Strut B Transformer Room
0x6a00,BC connecting bridge,BC connecting bridge
0x6a15,Strut C Dining Hall,Strut C Dining Hall
0x6a29,CD connecting bridge,CD connecting bridge
0x6a3e,Strut D Sediment Pool,Strut D Sediment Pool
0x6a54,DE connecting bridge,DE connecting bridge
0x6a69,Strut E Material Distribution Facility,Strut E Material Distribution Facility
0x6a90,EF connecting bridge,EF connecting bridge
0x6aa5,Strut F warehouse,Strut F warehouse
0x6ab7,FA connecting bridge,FA connecting bridge
0x6acc,Shell 1 core,Shell 1 core
0x6ad9,Shell 1 - 2 connecting bridge,Shell 1 - 2 connecting bridge
0x6af7,Strut G Oil Processing Facility,Strut G Oil Processing Facility
0x6b17,GH connecting bridge,GH connecting bridge
0x6b2c,Strut H Warehouse,Strut H Warehouse
0x6b3e,HI connecting bridge,HI connecting bridge
0x6b53,Strut I Assembly Facility,Strut I Assembly Facility
0x6b6d,IJ connecting bridge,IJ connecting bridge
0x6b82,Strut J Power Plant,Strut J Power Plant
0x6b96,JK connecting bridge,JK connecting bridge
0x6bab,Strut K Biochem Lab,Strut K Biochem Lab
0x6bbf,KL connecting bridge,KL connecting bridge
